"Trial Name","Boss Name","ESO Logs Player Link","Player Handle","Character Name","Build Slug","Role","Subclass 1","Subclass 2","Subclass 3","Signature Set 1","Signature Set 2","DPS","HPS","CPM","Primary Metric","Mundus Stone","Gear: Head","Gear: Chest","Gear: Shoulders","Gear: Hands","Gear: Waist","Gear: Legs","Gear: Feet","Gear: Necklace","Gear: Ring1","Gear: Ring2","Gear: Main_Hand","Gear: Off_Hand","Gear: Backup_Main_Hand","Gear: Backup_Off_Hand","Bar 1 Ability 1","Bar 1 Ability 2","Bar 1 Ability 3","Bar 1 Ability 4","Bar 1 Ability 5","Bar 1 Ability 6","Bar 2 Ability 1","Bar 2 Ability 2","Bar 2 Ability 3","Bar 2 Ability 4","Bar 2 Ability 5","Bar 2 Ability 6"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=77&type=summary&source=3","@Valve","Averlyn","ass-grave-herald-deadly-strike-perfected-ansuuls-torment","tank","Ass","Grave","Herald","Deadly Strike","Perfected Ansuul's Torment","102460.1","11418.9","37.9","37.9 CPM","","Archdruid Devyric's Guise (Archdruid Devyric)","Deadly Jack (Deadly Strike)","Ansuul's Perfected Arm Cops (Perfected Ansuul's Torment)","Ansuul's Perfected Bracers (Perfected Ansuul's Torment)","","Ansuul's Perfected Guards (Perfected Ansuul's Torment)","Ansuul's Perfected Boots (Perfected Ansuul's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Quick Cloak","Banner Bearer","Soul Harvest","Inspired Scholarship","Grave Lord's Sacrifice","Elemental Blockade","Anti-Cavalry Caltrops","Banner Bearer","Elemental Rage"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=77&type=summary&source=11","@Lykeion","This One Might Have Wares","ass-grave-herald-deadly-strike-perfected-ansuuls-torment","dps","Ass","Grave","Herald","Deadly Strike","Perfected Ansuul's Torment","204339.2","3512.1","33.2","204339.2 DPS","The Ritual","Deadly Helmet (Deadly Strike)","Ansuul's Perfected Jack (Perfected Ansuul's Torment)","Zaan Epaulets (Zaan)","Ansuul's Perfected Bracers (Perfected Ansuul's Torment)","","Ansuul's Perfected Guards (Perfected Ansuul's Torment)","Ansuul's Perfected Boots (Perfected Ansuul's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Pragmatic Fatecarver","Mystic Siphon","Sundering Torch","Camouflaged Hunter","Soul Harvest","Magical Trample","Elemental Blockade","Recuperative Treatise","Grave Lord's Sacrifice","Anti-Cavalry Caltrops","Elemental Rage"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=77&type=summary&source=10","@Sagrel","Richard Billington","ass-grave-herald-deadly-strike-perfected-ansuuls-torment","dps","Ass","Grave","Herald","Perfected Ansuul's Torment","Deadly Strike","139266.7","6215.0","38.2","139266.7 DPS","","Slimecraw Mask (Slimecraw)","Ansuul's Perfected Jack (Perfected Ansuul's Torment)","Deadly Arm Cops (Deadly Strike)","Ansuul's Perfected Bracers (Perfected Ansuul's Torment)","","Ansuul's Perfected Guards (Perfected Ansuul's Torment)","Ansuul's Perfected Boots (Perfected Ansuul's Torment)","","Deadly Ring (Deadly Strike)","Deadly Ring (Deadly Strike)","Deadly Dagger (Deadly Strike)","Deadly Dagger (Deadly Strike)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Quick Cloak","Cephaliarch's Flail","Pragmatic Fatecarver","Detonating Siphon","Soul Harvest","Reaper's Mark","Skeletal Archer","Elemental Blockade","Inspired Scholarship","Camouflaged Hunter","The Languid Eye"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=77&type=summary&source=6","@natellu","Darkanist the Elf","ass-grave-herald-deadly-strike-perfected-ansuuls-torment","dps","Ass","Grave","Herald","Deadly Strike","Perfected Ansuul's Torment","93271.9","10172.9","27.7","93271.9 DPS","","Slimecraw Mask (Slimecraw)","Deadly Jack (Deadly Strike)","Ansuul's Perfected Arm Cops (Perfected Ansuul's Torment)","Deadly Bracers (Deadly Strike)","","Deadly Guards (Deadly Strike)","Deadly Boots (Deadly Strike)","","Ansuul's Perfected Ring (Perfected Ansuul's Torment)","Ansuul's Perfected Ring (Perfected Ansuul's Torment)","Ansuul's Perfected Dagger (Perfected Ansuul's Torment)","Ansuul's Perfected Dagger (Perfected Ansuul's Torment)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Pragmatic Fatecarver","Camouflaged Hunter","Quick Cloak","Banner Bearer","Incapacitating Strike","Unnerving Boneyard","Elemental Blockade","Inspired Scholarship","Grave Lord's Sacrifice","Banner Bearer","Glacial Colossus"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/jyG1vPVYJ4FLzKfC#fight=40&type=summary&source=6","@RayRegiCide","Ray Naoru","green-resto-siphon-perfected-pillagers-profit-spell-power-cure","healer","Siphon","Resto","Green","Perfected Pillager's Profit","Spell Power Cure","9151.8","91966.9","68.2","91966.9 HPS","The Ritual","Ozezan the Inferno's Mask (Ozezan the Inferno)","Spell Power Cure Jerkin (Spell Power Cure)","Ozezan the Inferno's Epaulets (Ozezan the Inferno)","Perfected Pillager's Gloves (Perfected Pillager's Profit)","","Spell Power Cure Breeches (Spell Power Cure)","Perfected Pillager's Shoes (Perfected Pillager's Profit)","","Perfected Pillager's Band (Perfected Pillager's Profit)","Perfected Pillager's Band (Perfected Pillager's Profit)","Spell Power Cure Restoration Staff (Spell Power Cure)"," ()","Perfected Pillager's Lightning Staff (Perfected Pillager's Profit)"," ()","Budding Seeds","Radiating Regeneration","Illustrious Healing","Combat Prayer","Echoing Vigor","Soul Siphon","Radiant Aura","Mystic Orb","Elemental Blockade","Extended Ritual","Overflowing Altar","Aggressive Horn"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/jyG1vPVYJ4FLzKfC#fight=40&type=summary&source=4","@DroganLord","Die kleine Zuckerschnute","green-resto-siphon-perfected-pillagers-profit-spell-power-cure","healer","Siphon","Resto","Green","Spell Power Cure","Perfected Pillager's Profit","6170.5","108034.4","76.7","108034.4 HPS","","Ozezan the Inferno's Guise (Ozezan the Inferno)","Cuirass of the Trainee (Armor of the Trainee)","Ozezan the Inferno's Epaulets (Ozezan the Inferno)","Spell Power Cure Gloves (Spell Power Cure)","","Perfected Pillager's Breeches (Perfected Pillager's Profit)","Spell Power Cure Shoes (Spell Power Cure)","","Perfected Pillager's Band (Perfected Pillager's Profit)","Perfected Pillager's Band (Perfected Pillager's Profit)","Spell Power Cure Restoration Staff (Spell Power Cure)"," ()","Perfected Pillager's Lightning Staff (Perfected Pillager's Profit)"," ()","Siphoning Attacks","Budding Seeds","Illustrious Healing","Radiating Regeneration","Combat Prayer","Reviving Barrier","Echoing Vigor","Elemental Blockade","Extended Ritual","Radiant Aura","Energy Orb","Reviving Barrier"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/hQY4vwmGFan3VPXx#fight=12&type=summary&source=1","@Falodar","Sapith Bergljot","daedric-siphon-soldier-perfected-pearlescent-ward-perfected-saxhleel-champion","tank","Daedric","Siphon","Soldier","Perfected Pearlescent Ward","Perfected Saxhleel Champion","8999.7","3097.3","59.4","59.4 CPM","The Atronach","Baron Zaudrus Mask (Baron Zaudrus)","Perfected Pearlescent Cuirass (Perfected Pearlescent Ward)","Baron Zaudrus Pauldron (Baron Zaudrus)","Perfected Pearlescent Gauntlets (Perfected Pearlescent Ward)","","Perfected Pearlescent Greaves (Perfected Pearlescent Ward)","Perfected Pearlescent Sabatons (Perfected Pearlescent Ward)","","Saxhleel Champion's Perfected Ring (Perfected Saxhleel Champion)","Saxhleel Champion's Perfected Ring (Perfected Saxhleel Champion)","Lucent Echoes Perfected Ice Staff (Perfected Lucent Echoes)"," ()","Saxhleel Champion's Perfected Ice Staff (Perfected Saxhleel Champion)"," ()","Razor Caltrops","Frost Clench","Leashing Soul","Elemental Susceptibility","Sundering Trample","Temporal Guard","Blockade of Frost","Mystic Orb","Cruxweaver Armor","Charging Maneuver","Siphoning Attacks","Summon Charged Atronach"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/hQY4vwmGFan3VPXx#fight=12&type=summary&source=13","@Hjorth","Seeker-Deer","daedric-siphon-soldier-perfected-pearlescent-ward-perfected-saxhleel-champion","tank","Daedric","Siphon","Soldier","Perfected Pearlescent Ward","Perfected Saxhleel Champion","6302.0","3315.4","32.1","32.1 CPM","","Baron Zaudrus Mask (Baron Zaudrus)","Saxhleel Champion's Perfected Cuirass (Perfected Saxhleel Champion)","Baron Zaudrus Epaulets (Baron Zaudrus)","Saxhleel Champion's Perfected Gauntlets (Perfected Saxhleel Champion)","","Saxhleel Champion's Perfected Greaves (Perfected Saxhleel Champion)","Saxhleel Champion's Perfected Sabatons (Perfected Saxhleel Champion)","","Perfected Pearlescent Ring (Perfected Pearlescent Ward)","Perfected Pearlescent Ring (Perfected Pearlescent Ward)","Perfected Pearlescent Ice Staff (Perfected Pearlescent Ward)"," ()","Perfected Pearlescent Ice Staff (Perfected Pearlescent Ward)"," ()","Mystic Orb","Siphoning Attacks","Leashing Soul","Destructive Clench","Impervious Runeward","Temporal Guard","Elemental Blockade","Cruxweaver Armor","Charging Maneuver","Elemental Susceptibility","Magical Trample","Summon Charged Atronach"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/FnbxvayVXhCDGZR3#fight=8&type=summary&source=8","@rnycfd","nidied","earthen-siphon-soldier-perfected-lucent-echoes-perfected-pearlescent-ward","tank","Earthen","Siphon","Soldier","Perfected Pearlescent Ward","Perfected Lucent Echoes","4998.5","4811.3","36.5","36.5 CPM","The Atronach","Magma Incarnate Visage (Magma Incarnate)","Lucent Echoes Perfected Cuirass (Perfected Lucent Echoes)","Spaulder of Ruin (Spaulder of Ruin)","Lucent Echoes Perfected Gauntlets (Perfected Lucent Echoes)","","Lucent Echoes Perfected Greaves (Perfected Lucent Echoes)","Lucent Echoes Perfected Sabatons (Perfected Lucent Echoes)","","Perfected Pearlescent Ring (Perfected Pearlescent Ward)","Perfected Pearlescent Ring (Perfected Pearlescent Ward)","Perfected Pearlescent Ice Staff (Perfected Pearlescent Ward)"," ()","Perfected Pearlescent Ice Staff (Perfected Pearlescent Ward)"," ()","Runic Sunder","Fragmented Shield","Healthy Offering","Leashing Soul","Revealing Flare","Gibbering Shelter","Elemental Blockade","Razor Caltrops","Siphoning Attacks","Binding Burst","Igneous Weapons","Aggressive Horn"
"Ossein Cage","Hall of Fleshcraft","https://www.esologs.com/reports/FnbxvayVXhCDGZR3#fight=8&type=summary&source=6","@Aries13th","Loorisa","earthen-siphon-soldier-perfected-lucent-echoes-perfected-pearlescent-ward","tank","Earthen","Siphon","Soldier","Perfected Pearlescent Ward","Perfected Lucent Echoes","3545.7","8328.6","46.5","46.5 CPM","","Domihaus Mask (Domihaus)","Cryptcanon Vestments (Cryptcanon Vestments)","Lucent Echoes Perfected Pauldrons (Perfected Lucent Echoes)","Lucent Echoes Perfected Gauntlets (Perfected Lucent Echoes)","","Lucent Echoes Perfected Greaves (Perfected Lucent Echoes)","Lucent Echoes Perfected Sabatons (Perfected Lucent Echoes)","","Perfected Pearlescent Ring (Perfected Pearlescent Ward)","Perfected Pearlescent Ring (Perfected Pearlescent Ward)","Perfected Pearlescent Ice Staff (Perfected Pearlescent Ward)"," ()","Perfected Pearlescent Ice Staff (Perfected Pearlescent Ward)"," ()","Siphoning Attacks","Igneous Weapons","Rune of the Colorless Pool","Elemental Susceptibility","Elemental Blockade","Aggressive Horn","Revealing Flare","Impervious Runeward","Runeguard of Still Waters","Runic Sunder","Leashing Soul","Soul Siphon"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=6","@Veluzed","Kazumi Rosé","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","109324.1","12287.8","30.8","109324.1 DPS","","Perfected Null Arca Helmet (Perfected Slivers of the Null Arca)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Slimecraw Epaulets (Slimecraw)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Cephaliarch's Flail","Quick Cloak","Pragmatic Fatecarver","Radiant Glory","Soul Harvest","Fulminating Rune","Elemental Blockade","Echoing Vigor","Solar Barrage","Inspired Scholarship","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=9","@Raikiki","Octopus-Prime","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","113166.5","11998.2","41.4","113166.5 DPS","","Slimecraw Guise (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Tide-Born Arm Cops (Tide-Born Wildstalker)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Radiant Glory","Pragmatic Fatecarver","Quick Cloak","Camouflaged Hunter","Soul Harvest","Elemental Blockade","Solar Barrage","Inspired Scholarship","Fulminating Rune","Echoing Vigor","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=2","@GGim5HEAD","Book Of Raa","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Tide-Born Wildstalker","Perfected Slivers of the Null Arca","111439.5","14082.2","29.3","111439.5 DPS","","Slimecraw Guise (Slimecraw)","Tide-Born Jack (Tide-Born Wildstalker)","Perfected Null Arca Arm Cops (Perfected Slivers of the Null Arca)","Tide-Born Bracers (Tide-Born Wildstalker)","","Tide-Born Guards (Tide-Born Wildstalker)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Perfected Null Arca Ring (Perfected Slivers of the Null Arca)","Perfected Null Arca Ring (Perfected Slivers of the Null Arca)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Pragmatic Fatecarver","Cephaliarch's Flail","Camouflaged Hunter","Radiant Glory","Soul Harvest","Elemental Blockade","Solar Barrage","Fulminating Rune","Echoing Vigor","Inspired Scholarship","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=4","@Vala7","Captain Leliana","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","109808.6","12333.0","32.1","109808.6 DPS","","Slimecraw Guise (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Perfected Null Arca Arm Cops (Perfected Slivers of the Null Arca)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Tide-Born Boots (Tide-Born Wildstalker)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Quick Cloak","Radiant Glory","Camouflaged Hunter","Cephaliarch's Flail","Pragmatic Fatecarver","Soul Harvest","Elemental Blockade","Solar Barrage","Fulminating Rune","Echoing Vigor","Inspired Scholarship","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=10","@XiaoBei","Smoker supreme yuan","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","109471.8","9602.5","26.9","109471.8 DPS","","Perfected Null Arca Helmet (Perfected Slivers of the Null Arca)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Zaan Epaulets (Zaan)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Tide-Born Guards (Tide-Born Wildstalker)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Exhausting Fatecarver","Radiant Glory","Relentless Focus","Camouflaged Hunter","Incapacitating Strike","Recuperative Treatise","Echoing Vigor","Solar Barrage","Elemental Blockade","Camouflaged Hunter","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=1","@kingeight666","Inspired Scholarship","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","116051.3","13970.0","35.5","116051.3 DPS","The Thief","Perfected Null Arca Helmet (Perfected Slivers of the Null Arca)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Slimecraw Arm Cops (Slimecraw)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Lightning Staff (Tide-Born Wildstalker)"," ()","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Radiant Glory","Cephaliarch's Flail","Exhausting Fatecarver","Power of the Light","Soul Harvest","Echoing Vigor","Elemental Susceptibility","Inspired Scholarship","Solar Barrage","Blockade of Fire","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=12","@xiaowu1","Wuqq","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","103905.5","11199.9","35.3","103905.5 DPS","","Perfected Null Arca Helmet (Perfected Slivers of the Null Arca)","Tide-Born Jack (Tide-Born Wildstalker)","Slimecraw Epaulets (Slimecraw)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Perfected Null Arca Ring (Perfected Slivers of the Null Arca)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Exhausting Fatecarver","Radiant Glory","Camouflaged Hunter","Quick Cloak","Soul Harvest","Fulminating Rune","Elemental Blockade","Recuperative Treatise","Echoing Vigor","Solar Barrage","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=3","@xindong","Bro u saw Ansel","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","96085.5","26153.4","40.6","96085.5 DPS","","Slimecraw Mask (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Perfected Null Arca Arm Cops (Perfected Slivers of the Null Arca)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Lightning Staff (Perfected Crushing Wall)"," ()","Radiant Glory","Quick Cloak","Cephaliarch's Flail","Pragmatic Fatecarver","Camouflaged Hunter","Incapacitating Strike","Inspired Scholarship","Elemental Blockade","Solar Barrage","Echoing Vigor","Elemental Susceptibility","Reviving Barrier"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=4","@saltmachine","Ana Nevar","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","105785.1","14240.0","32.8","105785.1 DPS","","Slimecraw Guise (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Tide-Born Arm Cops (Tide-Born Wildstalker)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Camouflaged Hunter","Radiant Glory","Cephaliarch's Flail","Quick Cloak","Pragmatic Fatecarver","Soul Harvest","Echoing Vigor","Solar Barrage","Elemental Blockade","Inspired Scholarship","Fulminating Rune","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=9","@pururumka","Pururum","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","100389.2","13507.6","36.1","100389.2 DPS","","Slimecraw Guise (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Tide-Born Arm Cops (Tide-Born Wildstalker)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Cephaliarch's Flail","Pragmatic Fatecarver","Radiant Glory","Quick Cloak","Camouflaged Hunter","Soul Harvest","Elemental Blockade","Solar Barrage","Fulminating Rune","Inspired Scholarship","Echoing Vigor","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=8","@Onhold","Prichinã Tryãski","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Tide-Born Wildstalker","Perfected Slivers of the Null Arca","108822.4","9319.4","28.7","108822.4 DPS","","Slimecraw Guise (Slimecraw)","Tide-Born Jack (Tide-Born Wildstalker)","Perfected Null Arca Arm Cops (Perfected Slivers of the Null Arca)","Tide-Born Bracers (Tide-Born Wildstalker)","","Tide-Born Guards (Tide-Born Wildstalker)","Tide-Born Boots (Tide-Born Wildstalker)","","Perfected Null Arca Ring (Perfected Slivers of the Null Arca)","Perfected Null Arca Ring (Perfected Slivers of the Null Arca)","Perfected Null Arca Dagger (Perfected Slivers of the Null Arca)","Perfected Null Arca Dagger (Perfected Slivers of the Null Arca)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Radiant Glory","Quick Cloak","Pragmatic Fatecarver","Banner Bearer","Cephaliarch's Flail","Soul Harvest","Inspired Scholarship","Solar Barrage","Elemental Blockade","Banner Bearer","Relentless Focus","The Languid Eye"
"Ossein Cage","Overfiend Kazpian","https://www.esologs.com/reports/3m1kDX6BtbdF9fvJ#fight=23&type=summary&source=5","@KarinFlory","Hot Pie Killed Dany","ass-dawn-herald-perfected-slivers-of-the-null-arca-tide-born-wildstalker","dps","Ass","Dawn","Herald","Perfected Slivers of the Null Arca","Tide-Born Wildstalker","104160.9","15243.7","32.8","104160.9 DPS","","Slimecraw Mask (Slimecraw)","Perfected Null Arca Jack (Perfected Slivers of the Null Arca)","Tide-Born Arm Cops (Tide-Born Wildstalker)","Perfected Null Arca Bracers (Perfected Slivers of the Null Arca)","","Perfected Null Arca Guards (Perfected Slivers of the Null Arca)","Perfected Null Arca Boots (Perfected Slivers of the Null Arca)","","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Ring (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","Tide-Born Dagger (Tide-Born Wildstalker)","The Maelstrom's Perfected Inferno Staff (Perfected Crushing Wall)"," ()","Radiant Glory","Quick Cloak","Cephaliarch's Flail","Pragmatic Fatecarver","Camouflaged Hunter","Soul Harvest","Solar Barrage","Fulminating Rune","Elemental Blockade","Inspired Scholarship","Echoing Vigor","The Languid Eye"
